Ubicació;Edifici;Tipus de recurs;Descripció del recurs;Observacions;Accés per a minusvàlids;Aire condicionat;Capacitat exàmens;Capacitat;Capacitat docència;Connexió xarxa;Mobiliari;Porta secundària;Roseta xarxa núm.;Telèfon núm.;Televisor;Característiques específiques;;Valor característiques específiques;;Centre gestor;Superfície Centre Gestor;Metres;
C0/010.1;C;Magatzem;Magatzem Biblioteca;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;17,0;17;
C1/014;C;Magatzem;Magatzem/arxiu;;;;;;;;;;;;;;;;;Dep. Matemàti.;26,0;26;
C1/103;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;4,0;4;
C1/-109;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Fac. Ciències;13,0;13;
C1/-109-1;C;Magatzem;Porta interior Magatzem;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;7,0;7;
C1/-111;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;15,0;15;
C1/-112;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Fac. Ciències;11,0;11;
C1/121.3;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;6,0;6;
C1/123.1;C;Magatzem;Magatzem Quimic;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;13,0;13;
C1/127.1;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;5,0;5;
C1/127.3;C;Magatzem;Magatzem Quimic;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;5,0;5;
C1/-134;C;Magatzem;Litoteca paleontologia;;;;;;;;;;;;;;;;;Dep. Geologia;48,0;48;
C1/-136;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Fac. Ciències;10,0;10;
C1/144;C;Magatzem;Magatzem/quadre elèctric;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;10,0;10;
C1/145;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;7,0;7;
C1/145.1;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;3,0;3;
C1/-180;C;Magatzem;Magatzem Sala d`Actes;;;;;;;;;;;;;;;;;Fac. Ciències;14,0;14;
C1/-180-1;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Fac. Ciències;13,0;13;
C1/-186-1;C;Magatzem;Magatzem Consigna;;;;;;;;;;;;;;;;;Fac. Ciències;3,0;3;
C1/221.1;C;Magatzem;Magatzem;Anul·lada C1/223 (Accés magatzem passadís) i Nou accés per C1/221.1;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;14,0;14;
C1/233;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;13,0;13;
C1/235;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;9,0;9;
C1/236;C;Magatzem;Sala de Fotocopies;;;;;;;;;;;;;;;;;Dep. Matemàti.;9,0;9;
C1/237;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;9,0;9;
C1/239;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;9,0;9;
C1/241;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;9,0;9;
C1/243;C;Magatzem;Sala col·lecció;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;32,0;32;
C1/301;C;Magatzem;Magatzem/quadre elèctric;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;9,0;9;
C1/311;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;7,0;7;
C1/319.1;C;Magatzem;Magatzem;2a porta C1/317;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;8,0;8;
C1/325;C;Magatzem;Herbari;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;11,0;11;
C1/327;C;Magatzem;Magatzem Quimic;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;18,0;18;
C1/-340;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;ICTA;17,0;17;
C1/341;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;13,0;13;
C1/347.3;C;Magatzem;Galeria;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;2,0;2;
C1/403;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Fac. Ciències;15,0;15;
C2/069-1;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;7,0;7;
C2/090-1;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Fac. Ciències;5,0;5;
C2/090-2;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Fac. Ciències;8,0;8;
C2/-106;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;6,0;6;
C2/-128;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;23,0;23;
C2/137;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;13,0;13;
C2/-139-1;C;Magatzem;Magatzem laboratori integrat;;;;;;;;;;;;;;;;;Fac. Ciències;8,0;8;
C2/-140;C;Magatzem;Fotocopiadora;;;;;;;;;;;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;3,0;3;
C2/-153;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;39,0;39;
C2/-156;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep. Geologia;16,0;16;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
C2/-185;C;Magatzem;Magatzem i taller;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;32,0;32;
C2/206;C;Magatzem;Magatzem lab. docents;;;;;;;;;;;;;;;;;Dep. Geologia;12,0;12;
C2/216;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep. Geologia;20,0;20;
C2/230;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep. Geologia;11,0;11;
C2/232;C;Magatzem;Magatzem Estratigrafia;;;;;;;;;;;;;;;;;Dep. Geologia;7,0;7;
C2/234;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep. Geologia;9,0;9;
C2/306;C;Magatzem;Magatzem Paleontologia;;;;;;;;;;;;;;;;;Dep. Geologia;11,0;11;
C2/320;C;Magatzem;Magatzem porta emergència;;;;;;;;;;;;;;;;;Dep. Geologia;19,0;19;
C2/334;C;Magatzem;Magatzem Paleontologia;;;;;;;;;;;;;;;;;Dep. Geologia;12,0;12;
C2/406;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;11,0;11;
C2/415;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;11,0;11;
C2/436;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;11,0;11;
C2/503;C;Magatzem;Traster;;;;;;;;;;;;;;;;;Fac. Ciències;15,0;15;
C2/504;C;Magatzem;Traster;;;;;;;;;;;;;;;;;Fac. Ciències;15,0;15;
C2/505;C;Magatzem;Traster;;;;;;;;;;;;;;;;;Fac. Ciències;15,0;15;
C2/506;C;Magatzem;Traster;;;;;;;;;;;;;;;;;Fac. Ciències;15,0;15;
C3B/019-1;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Fac. Ciències;5,0;5;
C3/EXTERIO;C;Magatzem;Magatzem sota ala;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;1,0;1;
C3/003;C;Magatzem;Neteja;;;;;;;;;;;;;;;;;Fac. Ciències;2,0;2;
C3/004;C;Magatzem;Neteja;;;;;;;;;;;;;;;;;Fac. Ciències;2,0;2;
C3/014;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Fac. Ciències;2,0;2;
C3/045;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;22,0;22;
C3/-101;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;300,0;300;
C3/-124;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;9,0;9;
C3/135;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;5,0;5;
C3/205;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;12,0;12;
C3/220-1;C;Magatzem;Magatzem de docència;;;;;;;;;;;;;;;;;Dep. Física;3,0;3;
C3/220-2;C;Magatzem;Magatzem de docència;;;;;;;;;;;;;;;;;Dep. Física;6,0;6;
C3/227;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;10,0;10;
C3/325;C;Magatzem;Magatzem;2ª porta c3/319;;;;;;;;;;;;;;;;Dep. Gen.Microb.;17,0;17;
C3/343-1;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;13,0;13;
C3/354-4;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep. Física;3,0;3;
C3/405;C;Magatzem;Magatzem productos toxics;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;12,0;12;
C3/414-2;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep. Física;7,0;7;
C3/422-2;C;Magatzem;Magatzem de Docència;;;;;;;;;;;;;;;;;Dep. Física;22,0;22;
C3/422-4;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep. Física;10,0;10;
C3/424-2;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep. Física;10,0;10;
C3/426-2;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep. Física;2,0;2;
C5B/032;C;Magatzem;Despatx CREAF;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;5,0;5;
C5B/-142;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;17,0;17;
C5B/-144;C;Magatzem;Magatzem sòls CREAF Ecologia;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;20,0;20;
C5B/-146;C;Magatzem;Magatzem plantes CREAF Ecol.;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;20,0;20;
C5/014;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Fac. Ciències;2,0;2;
C5/029;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Fac. Ciències;9,0;9;
C5/040;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;14,0;14;
C5/1062;C;Magatzem;Neteja;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;2,0;2;
C5/1064;C;Magatzem;Neteja;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;2,0;2;
C5/107;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;5,0;5;
C5/113;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;4,0;4;
C5/116;C;Magatzem;Magatzem Fotocopiadora;;;;;;;;;;;;;;;;;Dep. Física;3,0;3;
C5/130;C;Magatzem;Magatzem Lab de Recerca;;;;;;;;;;;;;;;;;Dep. Física;17,0;17;
C5/191;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Fac. Ciències;5,5;11;
;;;;;;;;;;;;;;;;;;;;Facultat de Biociències;5,5;;
C5/213;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;4,0;4;
C5/231;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Facultat de Biociències;61,0;122;
;;;;;;;;;;;;;;;;;;;;Fac. Ciències;61,0;;
C5/306-1;C;Magatzem;Magatzem de recerca;;;;;;;;;;;;;;;;;Dep. Física;7,0;7;
C5/308-1;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;9,0;9;
C5/314;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;2,0;2;
C5/343;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;11,0;11;
C5/347.1;C;Magatzem;Magatzem ;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;26,0;26;
C5/349;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;41,0;41;
C5/349.1;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;7,0;7;
C5/351.3;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;2,0;2;
C5/407;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep. Química;9,0;9;
C5/409;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;7,0;7;
C5/413;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep. Química;11,0;11;
C5/417;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep. Química;12,0;12;
C5/418;C;Magatzem;Armari empotrat núm. 5;;;;;;;;;;;;;;;;;ICTA;1,0;1;
C5/420;C;Magatzem;Armari empotrat núm. 6;;;;;;;;;;;;;;;;;ICTA;1,0;1;
C5/441;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep. Química;11,0;11;
C5/448;C;Magatzem;Armari empotrat núm. 1;;;;;;;;;;;;;;;;;ICTA;1,0;1;
C5/450;C;Magatzem;Armari empotrat núm. 2;;;;;;;;;;;;;;;;;ICTA;1,0;1;
C5/452;C;Magatzem;Armari empotrat núm. 3;;;;;;;;;;;;;;;;;ICTA;1,0;1;
C5/466;C;Magatzem;Armari empotrat núm. 4;;;;;;;;;;;;;;;;;ICTA;1,0;1;
C7/007;C;Magatzem;Neteja;;;;;;;;;;;;;;;;;Fac. Ciències;4,0;4;
C7/058;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep. Química;14,0;14;
C7/-102;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Fac. Ciències;25,0;25;
C7/104-1;C;Magatzem;Magatzem de practiques;;;;;;;;;;;;;;;;;Dep. Química;12,0;12;
C7/104-2;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep. Química;4,0;4;
C7/109;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep. Química;10,0;10;
C7/-110;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Fac. Ciències;4,0;4;
C7/126-1;C;Magatzem;Magatzem de practiques;;;;;;;;;;;;;;;;;Dep. Química;13,0;13;
C7/126-2;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep. Química;4,0;4;
C7/128;C;Magatzem;Magatzem;2a. porta c7/130;;;;;;;;;;;;;;;;Dep. Química;16,0;16;
C7/201;C;Magatzem;Neteja;;;;;;;;;;;;;;;;;Dep. Química;3,0;3;
C7/204-1;C;Magatzem;Magatzem de practiques;;;;;;;;;;;;;;;;;Dep. Química;11,0;11;
C7/228-1;C;Magatzem;Magatzem de practiques;;;;;;;;;;;;;;;;;Dep. Química;11,0;11;
C7/230;C;Magatzem;Magatzem de recerca;;;;;;;;;;;;;;;;;Dep. Química;7,0;7;
C7/232;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep. Química;9,0;9;
C7/251;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep. Química;5,0;5;
C7/304-1;C;Magatzem;Magatzem Química;;;;;;;;;;;;;;;;;Dep. Química;11,0;11;
C7/304-3;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep. Química;4,0;4;
C7/326-2;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep. Química;12,0;12;
C7/326-3;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep. Química;4,0;4;
C7/336;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep. Química;6,0;6;
C7/338;C;Magatzem;Quadre elèctric;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;4,0;4;
C7/401;C;Magatzem;Neteja;;;;;;;;;;;;;;;;;Dep. Química;3,0;3;
C7/408-1;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep. Química;4,0;4;
C7/412;C;Magatzem;Magatzem;2ª porta c7/410;;;;;;;;;;;;;;;;Dep. Química;15,0;15;
C7/425;C;Magatzem;Quart Fotocopiadora i Correu;;;;;;;;;;;;;;;;;Dep. Química;5,0;5;
C7/438;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep. Química;11,0;11;
C7/438-1;C;Magatzem;Magatzem;;;;;;;;;;;;;;;;;Dep. Química;4,0;4;
C7/501;C;Magatzem;Aigua Destil·lada;;;;;;;;;;;;;;;;;Dep. Química;2,0;2;
CB/019;C;Menjadors i cuines offics;menjador;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;99,0;99;
C1/020;C;Menjadors i cuines offics;Minibar;;;;;;;;;;;;;;;;;Dep. Matemàti.;8,0;8;
C1/225;C;Menjadors i cuines offics;Menjador;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;14,0;14;
C1/246;C;Menjadors i cuines offics;Menjador;;;;;;;;;;;;;;;;;Dep. Matemàti.;5,0;5;
C2/026;C;Menjadors i cuines offics;Menjador;;;;;;;;;;;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;20,0;20;
C2/054;C;Menjadors i cuines offics;Menjador;;;;;;;;;;;;;;;;;Dep. Geologia;28,0;28;
C2/067;C;Menjadors i cuines offics;Menjador;;;;;;;;;;;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;26,0;26;
C2/151;C;Menjadors i cuines offics;Menjador;;;;;;;;;;;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;20,0;20;
C3/133;C;Menjadors i cuines offics;Menjador;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;24,0;24;
C3/431;C;Menjadors i cuines offics;Menjador;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;14,0;14;
C5B/-136;C;Menjadors i cuines offics;Menjador;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;15,0;15;
C5/270;C;Menjadors i cuines offics;Cuina Menjador;;;;;;;;;;;;;;;;;Dep. Física;18,0;18;
C5/425;C;Menjadors i cuines offics;Menjador;;;;;;;;;;;;;;;;;Dep. Química;19,0;19;
C7B/054-1;C;Menjadors i cuines offics;Menjador;2ª Porta c7b/054-2;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;135,0;135;
C7/210;C;Menjadors i cuines offics;Menjador;;;;;;;;;;;;;;;;;Dep. Química;14,0;14;
C7/424;C;Menjadors i cuines offics;Menjador;;;;;;;;;;;;;;;;;Dep. Química;25,0;25;
CB/001;C;Passadissos i escales;passadis;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;44,0;44;
CB/002;C;Passadissos i escales;passadis;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;20,0;20;
CB/101;C;Passadissos i escales;Passadis;;;;;;;;;;;;;;;;;Facultat de Biociències;27,5;55;
;;;;;;;;;;;;;;;;;;;;Fac. Ciències;27,5;;
C0/0P1;C;Passadissos i escales;Passadís Biblioteca/Deganat;;;;;;;;;;;;;;;;;Fac. Ciències;760,0;760;
C0/-106;C;Passadissos i escales;Sortida d`emergència;;;;;;;;;;;;;;;;;Fac. Ciències;41,0;41;
C1/0P1;C;Passadissos i escales;Passadís Aules;;;;;;;;;;;;;;;;;Fac. Ciències;108,0;108;
C1/0P3;C;Passadissos i escales;Passadís senar C1/C3;;;;;;;;;;;;;;;;;Fac. Ciències;144,0;144;
C1/0P4;C;Passadissos i escales;Passadís parell C1/C3;;;;;;;;;;;;;;;;;Fac. Ciències;149,0;149;
C1/010;C;Passadissos i escales;Hall i passadís CRM;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;305,0;305;
C1/102;C;Passadissos i escales;Accés a la planta;;;;;;;;;;;;;;;;;Dep. Matemàti.;49,0;49;
C1/109;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;50,0;50;
C1/-114;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Fac. Ciències;63,0;63;
C1/-126;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Dep. Matemàti.;74,4;93;
;;;;;;;;;;;;;;;;;;;;Fac. Ciències;18,6;;
C1/132;C;Passadissos i escales;Accés a la planta;;;;;;;;;;;;;;;;;Dep. Matemàti.;49,0;49;
C1/141;C;Passadissos i escales;Accés a la planta;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;45,0;45;
C1/-168;C;Passadissos i escales;Passadís/ Impressora;;;;;;;;;;;;;;;;;Dep. Matemàti.;10,0;10;
C1/-174-1;C;Passadissos i escales;Accés a la galeria;;;;;;;;;;;;;;;;;Fac. Ciències;15,0;15;
C1/-190;C;Passadissos i escales;Accés a la galeria;;;;;;;;;;;;;;;;;Fac. Ciències;15,0;15;
C1/202;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Dep. Matemàti.;54,0;54;
C1/207;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;36,0;36;
C1/229;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;36,0;36;
C1/232;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Dep. Matemàti.;53,0;53;
C1/-302;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Fac. Ciències;54,0;54;
C1/302;C;Passadissos i escales;Accés a la planta;;;;;;;;;;;;;;;;;Dep. Matemàti.;44,0;44;
C1/307;C;Passadissos i escales;Accés a la planta;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;20,0;20;
C1/313;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;44,0;44;
C1/315;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;26,0;26;
C1/338;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Dep. Matemàti.;43,0;43;
C1/-344;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Fac. Ciències;17,0;17;
C2/009;C;Passadissos i escales;Accés Departament;;;;;;;;;;;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;112,0;112;
C2/010;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Dep. Geologia;39,0;39;
C2/016;C;Passadissos i escales;Passadis Entrada ;;;;;;;;;;;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;56,0;56;
C2/037;C;Passadissos i escales;Porta Sortida Emergència;;;;;;;;;;;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;13,0;13;
C2/080;C;Passadissos i escales;Passadis Entrada Servei RX;;;;;;;;;;;;;;;;;Dep. Geologia;8,0;8;
C2/1P2;C;Passadissos i escales;Passadís Geologia Secretaria;;;;;;;;;;;;;;;;;Dep. Geologia;39,0;39;
C2/1P2-1;C;Passadissos i escales;Pass. Geologia porta emergènci;;;;;;;;;;;;;;;;;Dep. Geologia;39,0;39;
C2/-113;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Fac. Ciències;67,0;67;
C2/119;C;Passadissos i escales;Porta d`emergència;;;;;;;;;;;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;5,0;10;
;;;;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;5,0;;
C2/-124;C;Passadissos i escales;Porta Sortida de Emergència;;;;;;;;;;;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;2,0;2;
C2/133;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;20,5;41;
;;;;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;20,5;;
C2/135;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Dep.Biologia Ce.,Fisiol i Immu;39,0;39;
C2/-185-1;C;Passadissos i escales;Passadís emergencia;;;;;;;;;;;;;;;;;Adm. Ciències i Biociències;30,0;30;
C2/202;C;Passadissos i escales;Passadís int. Geologia;;;;;;;;;;;;;;;;;Dep. Geologia;61,0;61;
C2/209;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;110,0;110;
C2/224;C;Passadissos i escales;Passadís Laboratori;;;;;;;;;;;;;;;;;Dep. Geologia;12,0;12;
C2/227;C;Passadissos i escales;Pasarel·la senars/parells;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;15,0;15;
C2/302;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Dep. Geologia;59,0;59;
C2/309;C;Passadissos i escales;Accés a la unitat;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;94,0;94;
C2/337;C;Passadissos i escales;Pasarel·la senars/parells;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;15,0;15;
C2/402;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;59,0;59;
C2/407;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;64,0;64;
C2/414;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;7,0;7;
C2/423;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Dep.Bioq.Biol.M.;6,0;6;
C3B/0P1;C;Passadissos i escales;Passadís senar Aules C3b;;;;;;;;;;;;;;;;;Fac. Ciències;233,0;233;
C3B/0P2;C;Passadissos i escales;Passadís par Aules C3b;;;;;;;;;;;;;;;;;Fac. Ciències;114,0;114;
C3B/1P1;C;Passadissos i escales;Passadís Aulari C3b;;;;;;;;;;;;;;;;;Fac. Ciències;277,0;277;
C3B/100;C;Passadissos i escales;passadis;;;;;;;;;;;;;;;;;Dep. Matemàti.;30,0;30;
C3/0P1;C;Passadissos i escales;Passadís C3-C5 senar;;;;;;;;;;;;;;;;;Fac. Ciències;135,0;135;
C3/0P2;C;Passadissos i escales;Passadís C3-C5 parell;;;;;;;;;;;;;;;;;Fac. Ciències;135,0;135;
C3/0P3;C;Passadissos i escales;Passadís senar Aules C3;;;;;;;;;;;;;;;;;Fac. Ciències;119,0;119;
C3/0P4;C;Passadissos i escales;Passadís par Aules C3;;;;;;;;;;;;;;;;;Fac. Ciències;178,0;178;
C3/102;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Dep. Física;41,0;41;
C3/107;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;41,0;41;
C3/-108;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Dep. Física;19,0;19;
C3/121;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;20,0;20;
C3/125;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;20,0;20;
C3/128;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Dep. Física;41,0;41;
C3/-136;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Dep. Física;68,0;68;
C3/202;C;Passadissos i escales;Passadís esquerra;;;;;;;;;;;;;;;;;Dep. Física;35,0;35;
C3/207;C;Passadissos i escales;Passadís;;;;;;;;;;;;;;;;;Dep. Gen.Microb.;40,0;40;
