Ubicació;Edifici;Tipus de recurs;Descripció del recurs;Observacions;Accés per a minusvàlids;Aire condicionat;Capacitat exàmens;Capacitat;Capacitat docència;Connexió xarxa;Mobiliari;Porta secundària;Roseta xarxa núm.;Telèfon núm.;Televisor;Característiques específiques;;Valor característiques específiques;;Centre gestor;Superfície Centre Gestor;Metres;
;;;;;;;;;;;;;;;;Vídeo;; ;;;;;
;;;;;;;;;;;;;;;;;;;;Fac. Ciències;63,0;;
C3/016;C;Aules docents;Aula de docència;;Sí;;66;;134;Sí;Bancs pupitres;; ;;;Canó projecció fix;;Sí;;Facultat de Biociències;75,0;150;
;;;;;;;;;;;;;;;;Instal·lació informàtica;;Sí;;;;;
;;;;;;;;;;;;;;;;Megafonia;;Sí;;;;;
;;;;;;;;;;;;;;;;Micròfon de corbata;;Sí;;;;;
;;;;;;;;;;;;;;;;Monitor d'ordinador;;Sí;;;;;
;;;;;;;;;;;;;;;;Ordinador;;PC;;;;;
;;;;;;;;;;;;;;;;Pantalla carril;;Sí;;;;;
;;;;;;;;;;;;;;;;Pissarra;;verda -pantalla;;;;;
;;;;;;;;;;;;;;;;Tarima;;Sí;;;;;
;;;;;;;;;;;;;;;;Vídeo;; ;;;;;
;;;;;;;;;;;;;;;;;;;;Fac. Ciències;75,0;;
C3/017;C;Aules docents;Aula de docència;;No;;67;;127;Sí;Bancs pupitres;; ;;;Canó projecció fix;;Sí;;Facultat de Biociències;67,0;134;
;;;;;;;;;;;;;;;;Instal·lació informàtica;;Sí;;;;;
;;;;;;;;;;;;;;;;Megafonia;;Sí;;;;;
;;;;;;;;;;;;;;;;Micròfon de corbata;;Sí;;;;;
;;;;;;;;;;;;;;;;Monitor d'ordinador;;Sí;;;;;
;;;;;;;;;;;;;;;;Ordinador;;PC;;;;;
;;;;;;;;;;;;;;;;Pantalla carril;;Sí;;;;;
;;;;;;;;;;;;;;;;Pissarra;;verda -pantalla;;;;;
;;;;;;;;;;;;;;;;Tarima;;Sí;;;;;
;;;;;;;;;;;;;;;;Vídeo;; ;;;;;
;;;;;;;;;;;;;;;;;;;;Fac. Ciències;67,0;;
C3/018;C;Aules docents;Aula de docència;;No;;77;;152;Sí;Bancs pupitres;; ;;;Canó projecció fix;;Sí;;Facultat de Biociències;79,5;159;
;;;;;;;;;;;;;;;;Megafonia;;Sí;;;;;
;;;;;;;;;;;;;;;;Micròfon de corbata;;Sí;;;;;
;;;;;;;;;;;;;;;;Monitor d'ordinador;;Sí;;;;;
;;;;;;;;;;;;;;;;Ordinador;;PC;;;;;
;;;;;;;;;;;;;;;;Pantalla carril;;Sí;;;;;
;;;;;;;;;;;;;;;;Pissarra;;verda -pantalla;;;;;
;;;;;;;;;;;;;;;;Tarima;;Sí;;;;;
;;;;;;;;;;;;;;;;Vídeo;; ;;;;;
;;;;;;;;;;;;;;;;;;;;Fac. Ciències;79,5;;
C3/019;C;Aules docents;Aula de docència;;No;;54;;90;Sí;Bancs pupitres;; ;;;Canó projecció fix;;Sí;;Fac. Ciències;60,0;120;
;;;;;;;;;;;;;;;;Instal·lació informàtica;;Sí;;;;;
;;;;;;;;;;;;;;;;Monitor d'ordinador;;Sí;;;;;
;;;;;;;;;;;;;;;;Ordinador;;PC;;;;;
;;;;;;;;;;;;;;;;Pantalla carril;;Sí;;;;;
;;;;;;;;;;;;;;;;Pissarra;;verda -pantalla;;;;;
;;;;;;;;;;;;;;;;Tarima;;Sí;;;;;
;;;;;;;;;;;;;;;;Vídeo;; ;;;;;
;;;;;;;;;;;;;;;;;;;;Facultat de Biociències;60,0;;
C3/020;C;Aules docents;Aula de docència;;Sí;;54;;105;Sí;Bancs pupitres;; ;;;Canó projecció fix;;Sí;;Fac. Ciències;85,8;143;
;;;;;;;;;;;;;;;;Instal·lació informàtica;;Sí;;;;;
;;;;;;;;;;;;;;;;Megafonia;;Sí;;;;;
;;;;;;;;;;;;;;;;Micròfon de corbata;;Sí;;;;;
;;;;;;;;;;;;;;;;Monitor d'ordinador;;Sí;;;;;
;;;;;;;;;;;;;;;;Ordinador;;PC;;;;;
;;;;;;;;;;;;;;;;Pantalla carril;;Sí;;;;;
;;;;;;;;;;;;;;;;Pissarra;;verda -pantalla;;;;;
;;;;;;;;;;;;;;;;Tarima;;Sí;;;;;
;;;;;;;;;;;;;;;;Vídeo;; ;;;;;
;;;;;;;;;;;;;;;;;;;;Facultat de Biociències;57,2;;
C3/022;C;Aules docents;Aula de docència;;Sí;;108;;194;Sí;Bancs pupitres;; ;;;Canó projecció fix;;Sí;;Fac. Ciències;109,8;183;
;;;;;;;;;;;;;;;;Instal·lació informàtica;;Sí;;;;;
;;;;;;;;;;;;;;;;Megafonia;;Sí;;;;;
;;;;;;;;;;;;;;;;Micròfon de corbata;;Sí;;;;;
;;;;;;;;;;;;;;;;Monitor d'ordinador;;Sí;;;;;
;;;;;;;;;;;;;;;;Ordinador;;PC;;;;;
;;;;;;;;;;;;;;;;Pantalla carril;;Sí;;;;;
;;;;;;;;;;;;;;;;Pissarra;;verda -pantalla;;;;;
;;;;;;;;;;;;;;;;Tarima;;Sí;;;;;
;;;;;;;;;;;;;;;;Vídeo;; ;;;;;
;;;;;;;;;;;;;;;;;;;;Facultat de Biociències;73,2;;
C3/028;C;Aules docents;Aula de docència;;Sí;;51;;103;Sí;Bancs pupitres;; ;;;Aire condicionat;;Sí;;Fac. Ciències;57,5;115;
;;;;;;;;;;;;;;;;Canó projecció fix;;Sí;;;;;
;;;;;;;;;;;;;;;;Instal·lació informàtica;;Sí;;;;;
;;;;;;;;;;;;;;;;Megafonia;;Sí;;;;;
;;;;;;;;;;;;;;;;Micròfon de corbata;;Sí;;;;;
;;;;;;;;;;;;;;;;Monitor d'ordinador;;Sí;;;;;
;;;;;;;;;;;;;;;;Ordinador;;PC;;;;;
;;;;;;;;;;;;;;;;Pantalla fixa;;Sí;;;;;
;;;;;;;;;;;;;;;;Pissarra;;verda -pantalla;;;;;
;;;;;;;;;;;;;;;;Tarima;;Sí;;;;;
;;;;;;;;;;;;;;;;Taules per a minusvàlids;;1;;;;;
;;;;;;;;;;;;;;;;Vídeo;; ;;;;;
;;;;;;;;;;;;;;;;;;;;Facultat de Biociències;57,5;;
C3/032;C;Aules docents;Aula de docència;;Sí;;66;;132;Sí;Bancs pupitres;; ;;;Aire condicionat;;Sí;;Fac. Ciències;68,0;136;
;;;;;;;;;;;;;;;;Canó projecció fix;;Sí;;;;;
;;;;;;;;;;;;;;;;Instal·lació informàtica;;Sí;;;;;
;;;;;;;;;;;;;;;;Megafonia;;Sí;;;;;
;;;;;;;;;;;;;;;;Micròfon de corbata;;Sí;;;;;
;;;;;;;;;;;;;;;;Monitor d'ordinador;;Sí;;;;;
;;;;;;;;;;;;;;;;Ordinador;;PC;;;;;
;;;;;;;;;;;;;;;;Pantalla fixa;;Sí;;;;;
;;;;;;;;;;;;;;;;Pissarra;;verda -pantalla;;;;;
;;;;;;;;;;;;;;;;Tarima;;Sí;;;;;
;;;;;;;;;;;;;;;;Taules per a minusvàlids;;1;;;;;
;;;;;;;;;;;;;;;;Vídeo;; ;;;;;
;;;;;;;;;;;;;;;;;;;;Facultat de Biociències;68,0;;
C3/036;C;Aules docents;Aula de docència;;Sí;;40;;81;Sí;Bancs pupitres;; ;;;Aire condicionat;;Sí;;Fac. Ciències;49,5;99;
;;;;;;;;;;;;;;;;Canó projecció fix;;Sí;;;;;
;;;;;;;;;;;;;;;;Instal·lació informàtica;;Sí;;;;;
;;;;;;;;;;;;;;;;Monitor d'ordinador;;Sí;;;;;
;;;;;;;;;;;;;;;;Ordinador;;PC;;;;;
;;;;;;;;;;;;;;;;Pantalla fixa;;Sí;;;;;
;;;;;;;;;;;;;;;;Pissarra;;verda -pantalla;;;;;
;;;;;;;;;;;;;;;;Tarima;;Sí;;;;;
;;;;;;;;;;;;;;;;Taules per a minusvàlids;;1;;;;;
;;;;;;;;;;;;;;;;Vídeo;; ;;;;;
;;;;;;;;;;;;;;;;;;;;Facultat de Biociències;49,5;;
C5B/007;C;Aules docents;Aula de docència;;No;;12;;24;Sí;Taules i cadires;; ;;;Aire condicionat;;Sí;;Fac. Ciències;28,0;56;
;;;;;;;;;;;;;;;;Canó projecció fix;;Sí;;;;;
;;;;;;;;;;;;;;;;Instal·lació informàtica;;Sí;;;;;
;;;;;;;;;;;;;;;;Monitor d'ordinador;;Sí;;;;;
;;;;;;;;;;;;;;;;Ordinador;;PC;;;;;
;;;;;;;;;;;;;;;;Pantalla fixa;;Sí;;;;;
;;;;;;;;;;;;;;;;Pissarra;;blanca -pantalla;;;;;
;;;;;;;;;;;;;;;;Vídeo;; ;;;;;
;;;;;;;;;;;;;;;;;;;;Facultat de Biociències;28,0;;
C5B/009;C;Aules docents;Aula de docència;;No;;12;;24;Sí;Taula i cadires;; ;;;Aire condicionat;;Sí;;Fac. Ciències;15,0;30;
;;;;;;;;;;;;;;;;Canó projecció fix;;Sí;;;;;
;;;;;;;;;;;;;;;;Ordinador;;PC;;;;;
;;;;;;;;;;;;;;;;Pantalla fixa;;Sí;;;;;
;;;;;;;;;;;;;;;;Pissarra;;verda -pantalla;;;;;
;;;;;;;;;;;;;;;;Vídeo;; ;;;;;
;;;;;;;;;;;;;;;;;;;;Facultat de Biociències;15,0;;
C5B/011;C;Aules docents;Aula de docència;;No;;12;;24;Sí;Taula i cadires;; ;;;Aire condicionat;;Sí;;Fac. Ciències;15,0;30;
;;;;;;;;;;;;;;;;Canó projecció fix;;Sí;;;;;
;;;;;;;;;;;;;;;;Instal·lació informàtica;;Sí;;;;;
;;;;;;;;;;;;;;;;Ordinador;;PC;;;;;
;;;;;;;;;;;;;;;;Pantalla carril;;Sí;;;;;
;;;;;;;;;;;;;;;;Pissarra;;verda -pantalla;;;;;
;;;;;;;;;;;;;;;;Vídeo;; ;;;;;
;;;;;;;;;;;;;;;;;;;;Facultat de Biociències;15,0;;
C5B/013;C;Aules docents;Aula de docència;;No;;12;;24;Sí;Taula i cadires;; ;;;Aire condicionat;;Sí;;Fac. Ciències;15,0;30;
;;;;;;;;;;;;;;;;Canó projecció fix;;Sí;;;;;
;;;;;;;;;;;;;;;;Instal·lació informàtica;;Sí;;;;;
;;;;;;;;;;;;;;;;Ordinador;;PC;;;;;
;;;;;;;;;;;;;;;;Pantalla carril;;Sí;;;;;
;;;;;;;;;;;;;;;;Pissarra;;verda -pantalla;;;;;
;;;;;;;;;;;;;;;;Vídeo;; ;;;;;
;;;;;;;;;;;;;;;;;;;;Facultat de Biociències;15,0;;
C5B/015;C;Aules docents;Aula de docència;;No;;12;;24;Sí;Taula i cadires;; ;;;Aire condicionat;;Sí;;Facultat de Biociències;15,0;30;
;;;;;;;;;;;;;;;;Canó projecció fix;;Sí;;;;;
;;;;;;;;;;;;;;;;Instal·lació informàtica;;Sí;;;;;
;;;;;;;;;;;;;;;;Ordinador;;PC;;;;;
;;;;;;;;;;;;;;;;Pantalla carril;;Sí;;;;;
;;;;;;;;;;;;;;;;Pissarra;;verda -pantalla;;;;;
;;;;;;;;;;;;;;;;Vídeo;; ;;;;;
;;;;;;;;;;;;;;;;;;;;Fac. Ciències;15,0;;
C5B/025;C;Aules docents;Aula de docència;;No;;18;;36;Sí;Taula i cadires;; ;;;Aire condicionat;;Sí;;Facultat de Biociències;28,0;56;
;;;;;;;;;;;;;;;;Canó projecció fix;;Sí;;;;;
;;;;;;;;;;;;;;;;Instal·lació informàtica;;Sí;;;;;
;;;;;;;;;;;;;;;;Monitor d'ordinador;;Sí;;;;;
;;;;;;;;;;;;;;;;Ordinador;;PC;;;;;
;;;;;;;;;;;;;;;;Pantalla fixa;;Sí;;;;;
;;;;;;;;;;;;;;;;Pissarra;;verda -pantalla;;;;;
;;;;;;;;;;;;;;;;Vídeo;; ;;;;;
;;;;;;;;;;;;;;;;;;;;Fac. Ciències;28,0;;
C5B/027;C;Aules docents;Aula de docència;;No;;18;;48;Sí;Taula i cadires;; ;;;Aire condicionat;;Sí;;Facultat de Biociències;28,0;56;
;;;;;;;;;;;;;;;;Canó projecció fix;;Sí;;;;;
;;;;;;;;;;;;;;;;Instal·lació informàtica;;Sí;;;;;
;;;;;;;;;;;;;;;;Monitor d'ordinador;;Sí;;;;;
;;;;;;;;;;;;;;;;Ordinador;;PC;;;;;
;;;;;;;;;;;;;;;;Pantalla fixa;;Sí;;;;;
;;;;;;;;;;;;;;;;Pissarra;;verda -pantalla;;;;;
;;;;;;;;;;;;;;;;Vídeo;; ;;;;;
;;;;;;;;;;;;;;;;;;;;Fac. Ciències;28,0;;
C5B/029;C;Aules docents;Aula de docència;;No;;18;;48;Sí;Taula i cadires;; ;;;Aire condicionat;;Sí;;Fac. Ciències;28,0;56;
;;;;;;;;;;;;;;;;Canó projecció fix;;Sí;;;;;
;;;;;;;;;;;;;;;;Instal·lació informàtica;;Sí;;;;;
;;;;;;;;;;;;;;;;Monitor d'ordinador;;Sí;;;;;
;;;;;;;;;;;;;;;;Ordinador;;PC;;;;;
;;;;;;;;;;;;;;;;Pantalla fixa;;Sí;;;;;
;;;;;;;;;;;;;;;;Pissarra;;verda -pantalla;;;;;
;;;;;;;;;;;;;;;;Vídeo;; ;;;;;
;;;;;;;;;;;;;;;;;;;;Facultat de Biociències;28,0;;
C5/012;C;Aules docents;Aula de docència;;Sí;;40;;72;Sí;Bancs pupitres;; ;;;Canó projecció fix;;Sí;;Fac. Ciències;44,4;74;
;;;;;;;;;;;;;;;;Instal·lació informàtica;;Sí;;;;;
;;;;;;;;;;;;;;;;Monitor d'ordinador;;Sí;;;;;
;;;;;;;;;;;;;;;;Ordinador;;PC;;;;;
;;;;;;;;;;;;;;;;Pantalla carril;;Sí;;;;;
;;;;;;;;;;;;;;;;Pissarra;;verda -pantalla;;;;;
;;;;;;;;;;;;;;;;Tarima;;Sí;;;;;
;;;;;;;;;;;;;;;;Vídeo;; ;;;;;
;;;;;;;;;;;;;;;;;;;;Facultat de Biociències;29,6;;
C5/016;C;Aules docents;Aula de docència;;Sí;;31;;64;Sí;Bancs pupitres;; ;;;Canó projecció fix;;Sí;;Fac. Ciències;44,4;74;
;;;;;;;;;;;;;;;;Instal·lació informàtica;;Sí;;;;;
;;;;;;;;;;;;;;;;Ordinador;;PC;;;;;
;;;;;;;;;;;;;;;;Pantalla carril;;Sí;;;;;
;;;;;;;;;;;;;;;;Pissarra;;verda -pantalla;;;;;
;;;;;;;;;;;;;;;;Tarima;;Sí;;;;;
;;;;;;;;;;;;;;;;Vídeo;; ;;;;;
;;;;;;;;;;;;;;;;;;;;Facultat de Biociències;29,6;;
C5/018;C;Aules docents;Aula de docència;;Sí;;40;;72;Sí;Bancs pupitres;; ;;;Canó projecció fix;;Sí;;Fac. Ciències;44,4;74;
;;;;;;;;;;;;;;;;Instal·lació informàtica;;Sí;;;;;
;;;;;;;;;;;;;;;;Ordinador;;PC;;;;;
;;;;;;;;;;;;;;;;Pantalla carril;;Sí;;;;;
;;;;;;;;;;;;;;;;Pissarra;;verda -pantalla;;;;;
;;;;;;;;;;;;;;;;Tarima;;Sí;;;;;
;;;;;;;;;;;;;;;;Vídeo;; ;;;;;
;;;;;;;;;;;;;;;;;;;;Facultat de Biociències;29,6;;
C5/020;C;Aules docents;Aula de docència;;Sí;;24;;48;Sí;Bancs pupitres;; ;;;Canó projecció fix;;Sí;;Fac. Ciències;30,0;50;
;;;;;;;;;;;;;;;;Instal·lació informàtica;;Sí;;;;;
;;;;;;;;;;;;;;;;Ordinador;;PC;;;;;
;;;;;;;;;;;;;;;;Pantalla carril;;Sí;;;;;
;;;;;;;;;;;;;;;;Pissarra;;verda -pantalla;;;;;
;;;;;;;;;;;;;;;;Vídeo;; ;;;;;
;;;;;;;;;;;;;;;;;;;;Facultat de Biociències;20,0;;
C5/028;C;Aules docents;Aula de docència;;Sí;;24;;48;Sí;Bancs pupitres;; ;;;Canó projecció fix;;Sí;;Fac. Ciències;30,0;50;
;;;;;;;;;;;;;;;;Instal·lació informàtica;;Sí;;;;;
;;;;;;;;;;;;;;;;Ordinador;;PC;;;;;
;;;;;;;;;;;;;;;;Pantalla carril;;Sí;;;;;
;;;;;;;;;;;;;;;;Pissarra;;verda -pantalla;;;;;
;;;;;;;;;;;;;;;;Tarima;;Sí;;;;;
;;;;;;;;;;;;;;;;Vídeo;; ;;;;;
;;;;;;;;;;;;;;;;;;;;Facultat de Biociències;20,0;;
C5/030;C;Aules docents;Aula de docència;;Sí;;32;;64;Sí;Bancs pupitres;; ;;;Canó projecció fix;;Sí;;Fac. Ciències;46,8;78;
;;;;;;;;;;;;;;;;Instal·lació informàtica;;Sí;;;;;
;;;;;;;;;;;;;;;;Ordinador;;PC;;;;;
;;;;;;;;;;;;;;;;Pantalla carril;;Sí;;;;;
;;;;;;;;;;;;;;;;Pissarra;;verda -pantalla;;;;;
;;;;;;;;;;;;;;;;Tarima;;Sí;;;;;
;;;;;;;;;;;;;;;;Vídeo;; ;;;;;
;;;;;;;;;;;;;;;;;;;;Facultat de Biociències;31,2;;
C5/032;C;Aules docents;Aula de docència;;Sí;;32;;64;Sí;Bancs pupitres;; ;;;Canó projecció fix;;Sí;;Facultat de Biociències;28,8;72;
;;;;;;;;;;;;;;;;Instal·lació informàtica;;Sí;;;;;
;;;;;;;;;;;;;;;;Monitor d'ordinador;;Sí;;;;;
;;;;;;;;;;;;;;;;Ordinador;;PC;;;;;
;;;;;;;;;;;;;;;;Pantalla carril;;Sí;;;;;
;;;;;;;;;;;;;;;;Pissarra;;verda -pantalla;;;;;
;;;;;;;;;;;;;;;;Tarima;;Sí;;;;;
;;;;;;;;;;;;;;;;Vídeo;; ;;;;;
;;;;;;;;;;;;;;;;;;;;Fac. Ciències;43,2;;
C5/034;C;Aules docents;Aula de docència;;Sí;;55;;99;Sí;Bancs pupitres;; ;;;Canó projecció fix;;Sí;;Fac. Ciències;57,6;96;
;;;;;;;;;;;;;;;;Instal·lació informàtica;;Sí;;;;;
;;;;;;;;;;;;;;;;Monitor d'ordinador;;Sí;;;;;
;;;;;;;;;;;;;;;;Ordinador;;PC;;;;;
;;;;;;;;;;;;;;;;Pantalla carril;;Sí;;;;;
;;;;;;;;;;;;;;;;Pissarra;;verda -pantalla;;;;;
;;;;;;;;;;;;;;;;Tarima;;Sí;;;;;
;;;;;;;;;;;;;;;;Vídeo;; ;;;;;
;;;;;;;;;;;;;;;;;;;;Facultat de Biociències;38,4;;
C5/-106;C;Aules docents;Aula de docència (Biotecnologia);;Sí;;48;;95;Sí;Bancs pupitres;; ;;;Canó projecció fix;;Sí;;Fac. Ciències;51,6;86;
;;;;;;;;;;;;;;;;Instal·lació informàtica;;Sí;;;;;
;;;;;;;;;;;;;;;;Monitor d'ordinador;;Sí;;;;;
;;;;;;;;;;;;;;;;Ordinador;;PC;;;;;
;;;;;;;;;;;;;;;;Pantalla carril;;Sí;;;;;
;;;;;;;;;;;;;;;;Pissarra;;verda -pantalla;;;;;
;;;;;;;;;;;;;;;;Tarima;;Sí;;;;;
;;;;;;;;;;;;;;;;Vídeo;; ;;;;;
;;;;;;;;;;;;;;;;;;;;Facultat de Biociències;34,4;;
C5/177;C;Aules docents;Aula de docència;;Sí;;34;;63;Sí;Bancs pupitres;; ;;;Aire condicionat;;Sí;;Fac. Ciències;39,5;79;
;;;;;;;;;;;;;;;;Connexió xarxa sense fil;;Sí;;;;;
;;;;;;;;;;;;;;;;Megafonia;;Sí;;;;;
;;;;;;;;;;;;;;;;Ordinador;;PC;;;;;
;;;;;;;;;;;;;;;;Pissarra;;verda -pantalla;;;;;
;;;;;;;;;;;;;;;;Tarima;;Sí;;;;;
;;;;;;;;;;;;;;;;Vídeo;; ;;;;;
;;;;;;;;;;;;;;;;;;;;Facultat de Biociències;39,5;;
C5/179;C;Aules docents;Aula;;Sí;;48;;89;Sí;Bancs pupitres;; ;;;Aire condicionat;;Sí;;Fac. Ciències;49,0;98;
;;;;;;;;;;;;;;;;Canó projecció fix;;Sí;;;;;
;;;;;;;;;;;;;;;;Connexió xarxa sense fil;;Sí;;;;;
;;;;;;;;;;;;;;;;Ordinador;;PC;;;;;
;;;;;;;;;;;;;;;;Pissarra;;verda -pantalla;;;;;
;;;;;;;;;;;;;;;;Tarima;;Sí;;;;;
;;;;;;;;;;;;;;;;Vídeo;; ;;;;;
;;;;;;;;;;;;;;;;;;;;Facultat de Biociències;49,0;;
C5/183;C;Aules docents;Aula de docència;C5/181 segona porta;Sí;;62;;115;Sí;Bancs pupitres;; ;;;Aire condicionat;;Sí;;Facultat de Biociències;59,0;118;
;;;;;;;;;;;;;;;;Connexió xarxa sense fil;;Sí;;;;;
;;;;;;;;;;;;;;;;Instal·lació informàtica;;Sí;;;;;
;;;;;;;;;;;;;;;;Megafonia;;Sí;;;;;
;;;;;;;;;;;;;;;;Ordinador;;PC;;;;;
;;;;;;;;;;;;;;;;Pissarra;;verda -pantalla;;;;;
;;;;;;;;;;;;;;;;Tarima;;Sí;;;;;
;;;;;;;;;;;;;;;;Vídeo;; ;;;;;
;;;;;;;;;;;;;;;;;;;;Fac. Ciències;59,0;;
C5/187;C;Aules docents;Aula de docència;C5/185 segona porta;Sí;;62;;115;Sí;Bancs pupitres;; ;;;Aire condicionat;;Sí;;Facultat de Biociències;55,5;111;
;;;;;;;;;;;;;;;;Connexió xarxa sense fil;;Sí;;;;;
;;;;;;;;;;;;;;;;Ordinador;;PC;;;;;
;;;;;;;;;;;;;;;;Pissarra;;verda -pantalla;;;;;
;;;;;;;;;;;;;;;;Tarima;;Sí;;;;;
;;;;;;;;;;;;;;;;Vídeo;; ;;;;;
;;;;;;;;;;;;;;;;;;;;Fac. Ciències;55,5;;
C5/239;C;Aules docents;Aula de docència;;Sí;;49;;91;Sí;Bancs pupitres;; ;;;Aire condicionat;;Sí;;Fac. Ciències;49,5;99;
;;;;;;;;;;;;;;;;Canó projecció fix;;Sí;;;;;
;;;;;;;;;;;;;;;;Instal·lació informàtica;;Sí;;;;;
;;;;;;;;;;;;;;;;Megafonia;;Sí;;;;;
;;;;;;;;;;;;;;;;Micròfon de corbata;;Sí;;;;;
;;;;;;;;;;;;;;;;Monitor d'ordinador;;Sí;;;;;
;;;;;;;;;;;;;;;;Ordinador;;PC;;;;;
;;;;;;;;;;;;;;;;Pantalla fixa;;Sí;;;;;
;;;;;;;;;;;;;;;;Pissarra;;verda -pantalla;;;;;
;;;;;;;;;;;;;;;;Tarima;;Sí;;;;;
;;;;;;;;;;;;;;;;Vídeo;; ;;;;;
;;;;;;;;;;;;;;;;;;;;Facultat de Biociències;49,5;;
C5/243;C;Aules docents;Aula de docència;;Sí;;42;;78;Sí;Bancs pupitres;; ;;;Aire condicionat;;Sí;;Fac. Ciències;42,5;85;
;;;;;;;;;;;;;;;;Canó projecció fix;;Sí;;;;;
;;;;;;;;;;;;;;;;Instal·lació informàtica;;Sí;;;;;
;;;;;;;;;;;;;;;;Megafonia;;Sí;;;;;
;;;;;;;;;;;;;;;;Micròfon de corbata;;Sí;;;;;
;;;;;;;;;;;;;;;;Monitor d'ordinador;;Sí;;;;;
;;;;;;;;;;;;;;;;Ordinador;;PC;;;;;
;;;;;;;;;;;;;;;;Pantalla fixa;;Sí;;;;;
;;;;;;;;;;;;;;;;Pissarra;;verda -pantalla;;;;;
;;;;;;;;;;;;;;;;Tarima;;Sí;;;;;
;;;;;;;;;;;;;;;;Vídeo;; ;;;;;
;;;;;;;;;;;;;;;;;;;;Facultat de Biociències;42,5;;
C5/247;C;Aules docents;Aula de docència;;Sí;;42;;78;Sí;Bancs pupitres;; ;;;Aire condicionat;;Sí;;Facultat de Biociències;53,5;107;
;;;;;;;;;;;;;;;;Canó projecció fix;;Sí;;;;;
;;;;;;;;;;;;;;;;Instal·lació informàtica;;Sí;;;;;
;;;;;;;;;;;;;;;;Megafonia;;Sí;;;;;
;;;;;;;;;;;;;;;;Micròfon de corbata;;Sí;;;;;
;;;;;;;;;;;;;;;;Monitor d'ordinador;;Sí;;;;;
;;;;;;;;;;;;;;;;Ordinador;;PC;;;;;
;;;;;;;;;;;;;;;;Pantalla fixa;;Sí;;;;;
;;;;;;;;;;;;;;;;Pissarra;;verda -pantalla;;;;;
;;;;;;;;;;;;;;;;Tarima;;Sí;;;;;
;;;;;;;;;;;;;;;;Vídeo;; ;;;;;
;;;;;;;;;;;;;;;;;;;;Fac. Ciències;53,5;;
C5/251;C;Aules docents;Aula de docència;;Sí;;42;;78;Sí;Bancs pupitres;; ;;;Aire condicionat;;Sí;;Fac. Ciències;42,5;85;
;;;;;;;;;;;;;;;;Canó projecció fix;;Sí;;;;;
;;;;;;;;;;;;;;;;Instal·lació informàtica;;Sí;;;;;
;;;;;;;;;;;;;;;;Megafonia;;Sí;;;;;
;;;;;;;;;;;;;;;;Micròfon de corbata;;Sí;;;;;
;;;;;;;;;;;;;;;;Monitor d'ordinador;;Sí;;;;;
;;;;;;;;;;;;;;;;Ordinador;;PC;;;;;
;;;;;;;;;;;;;;;;Pantalla fixa;;Sí;;;;;
;;;;;;;;;;;;;;;;Pissarra;;verda -pantalla;;;;;
;;;;;;;;;;;;;;;;Tarima;;Sí;;;;;
;;;;;;;;;;;;;;;;Vídeo;; ;;;;;
;;;;;;;;;;;;;;;;;;;;Facultat de Biociències;42,5;;
C5/438;C;Aules docents;Aula de docència;;No;;14;;28;Sí;Taula i cadires;; ;;;Canó projecció fix;;Sí;;Facultat de Biociències;28,4;71;
;;;;;;;;;;;;;;;;Ordinador;;PC;;;;;
;;;;;;;;;;;;;;;;Pissarra;;verda -pantalla;;;;;
;;;;;;;;;;;;;;;;Vídeo;; ;;;;;
;;;;;;;;;;;;;;;;;;;;Fac. Ciències;42,6;;
C7/029;C;Aules docents;Aula de docència;;Sí;;18;;36;Sí;Bancs pupitres;; ;;;Aire condicionat;;Sí;;Fac. Ciències;29,0;58;
;;;;;;;;;;;;;;;;Canó projecció fix;;Sí;;;;;
;;;;;;;;;;;;;;;;Ordinador;;PC;;;;;
;;;;;;;;;;;;;;;;Pissarra;;verda -pantalla;;;;;
;;;;;;;;;;;;;;;;Vídeo;; ;;;;;
;;;;;;;;;;;;;;;;;;;;Facultat de Biociències;29,0;;
C0/-110;C;Seminaris;Sala  de formació;Taules electrificades;Sí;Sí;12;;24;;Taula i cadires;; ;;;Canó projecció fix;;Sí;;Fac. Ciències;54,0;54;
;;;;;;;;;;;;;;;;Connexió xarxa;;Sí;;;;;
;;;;;;;;;;;;;;;;Connexió xarxa sense fil;;Sí;;;;;
;;;;;;;;;;;;;;;;Ordinador;; ;;;;;
;;;;;;;;;;;;;;;;Pantalla carril;;Sí;;;;;
;;;;;;;;;;;;;;;;Pissarra;;blanca -pantalla;;;;;
;;;;;;;;;;;;;;;;Punter làser;;Sí;;;;;
;;;;;;;;;;;;;;;;Vídeo;; ;;;;;
C1/-138;C;Seminaris;Sala de reunions;;No;No;;;15;;Taula i cadires;; ;;;Ordinador;; ;;Fac. Ciències;27,0;27;
;;;;;;;;;;;;;;;;Pissarra;; ;;;;;
;;;;;;;;;;;;;;;;Vídeo;; ;;;;;
C1/343;C;Seminaris;Seminari Dep. BABVE;;No;No;;;10;;Taula i cadires;; ;;;Ordinador;; ;;Dep.Biol.A.V.Ec.;33,0;33;
;;;;;;;;;;;;;;;;Pissarra;; ;;;;;
;;;;;;;;;;;;;;;;Vídeo;; ;;;;;
C2/118;C;Seminaris;Seminari de departament;;No;No;;;;;;;;;;;;;;Dep.Biol.A.V.Ec.;25,0;25;
C2/-165;C;Seminaris;Seminari;;No;No;;;;;;;;;;;;;;Adm. Ciències i Biociències;43,0;43;
